2,239
2,248
2,252
7,237
18,1155
18,1136
18,1205
18,1253
18,1262
18,1328
18,1376
21,1493
21,4380
21,2005
49,253
62,481
62,7
62,473
62,836
62,2679
62,1181
62,735
62,219
62,743
62,1844
62,3068
62,769
62,3069
62,3070
62,774
62,1226
62,3071
62,3072
62,3073
62,1234
62,1149
62,807
62,1240
62,1245
62,1248
62,1896
62,2310
62,1898
62,2054
62,3075
62,2319
62,1266
62,905
62,3079
62,1284
62,3081
62,239
62,2129
62,912
62,3085
62,241
62,3093
62,1939
62,3097
62,251
62,3100
62,3102
62,3104
62,1979
62,1989
62,1994
62,1078
62,2539
62,2005
62,2134
62,2541
62,2015
62,3115
62,2016
62,2542
62,1372
62,3118
62,2035
62,3126
62,3129
62,3132
62,3133
62,2138
62,3135
63,15
76,15
103,15
103,16
106,457
106,958
112,15
119,15
119,4563
119,1078
119,1997
119,4715
125,2564
125,151
125,200
125,4748
125,3141
125,1046
125,792
125,4293
125,3216
125,4762
125,909
125,1286
125,4766
125,4561
125,4821
125,1089
132,2121
132,2957
132,4167
138,4890
161,3402
166,588
166,902
167,518
177,1997
184,2092
184,228
184,444
184,457
184,1844
184,4117
184,2795
184,5482
193,15
193,1124
193,1217
193,1129
193,952
205,15
226,5852
226,1051
256,2009
274,1295
289,1
289,28
289,724
291,1052
291,6462
291,3113
300,2046
305,439
305,754
305,1045
305,2243
305,1226
305,1241
305,2343
305,3478
318,1159
318,6733
318,6734
318,8295
318,3586
318,5026
318,915
318,6801
318,6720
318,1154
318,6836
318,6842
318,6114
318,6863
318,6869
319,471
327,359
327,378
327,169
327,422
327,428
327,1226
327,2325
336,0
336,464
336,30
336,725
336,806
336,2287
336,1891
336,1243
336,1245
336,5927
341,15
356,2569
356,3779
356,6771
356,7028
356,2063
357,462
357,1161
357,401
357,746
357,760
357,5217
357,2516
357,884
357,237
357,2337
357,1273
357,1067
357,249
419,2410
424,292
424,3
424,4
424,2164
424,2069
424,12
424,15
424,584
424,16
424,471
424,28
424,1094
424,478
424,36
424,674
424,62
424,2173
424,67
424,1101
424,70
424,1028
424,76
424,81
424,83
424,2557
424,105
424,233
424,1535
424,378
424,2039
424,5744
424,147
424,2579
424,166
424,179
424,192
424,205
424,2598
424,1038
424,218
424,429
424,1796
424,444
424,1190
424,1194
424,1124
424,753
424,3183
424,1146
424,3188
424,5808
424,1129
424,1226
424,1229
424,3210
424,1890
424,6265
424,2296
424,237
424,5962
424,239
424,2065
424,240
424,242
424,244
424,2815
424,1932
424,1347
424,1351
424,2735
424,958
424,253
424,4734
424,1076
435,722
435,192
435,238
439,764
439,1342
462,8126
474,0
474,481
474,483
474,484
474,487
474,3678
474,490
474,491
474,291
474,493
474,495
474,496
474,2430
474,2068
474,259
474,292
474,460
474,461
474,1859
474,462
474,6704
474,498
474,499
474,293
474,500
474,3
474,4
474,294
474,295
474,504
474,513
474,8152
474,6
474,518
474,1402
474,7
474,1093
474,4038
474,2543
474,523
474,463
474,464
474,529
474,530
474,299
474,539
474,2505
474,303
474,11
474,304
474,12
474,556
474,558
474,305
474,14
474,561
474,2424
474,306
474,2432
474,568
474,571
474,15
474,466
474,573
474,2070
474,580
474,581
474,3051
474,583
474,468
474,588
474,16
474,469
474,2433
474,2434
474,17
474,597
474,232
474,3686
474,599
474,603
474,1408
474,604
474,309
474,310
474,19
474,608
474,312
474,20
474,313
474,616
474,7248
474,471
474,619
474,621
474,472
474,623
474,627
474,2140
474,5047
474,636
474,638
474,25
474,2425
474,474
474,317
474,646
474,26
474,8153
474,653
474,27
474,656
474,1418
474,475
474,658
474,2895
474,660
474,28
474,974
474,476
474,477
474,3219
474,320
474,321
474,1094
474,29
474,1419
474,6309
474,2439
474,827
474,670
474,322
474,478
474,32
474,33
474,34
474,479
474,323
474,35
474,480
474,36
474,673
474,674
